Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",68.55992171,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",15.43283844,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",20.84682673,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",140.8266594,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",297.2034483,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",23.05443183,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",115.5122644,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",189.0177923,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",5.810649223,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",564.2833517,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",64.51971041,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",9.266676561,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",10.05011722,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",40.47386993,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",26.53816718,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",341.3701478,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",55.40882588,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",25.16706839,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",6.662177063,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",85.50876049,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",20.22218827,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",17.42773139,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",40.3565463,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",98.19489561,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",55.86027146,CTS
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",210.0570687,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",5.645971928,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",126.1095892,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",39.23562354,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",628.1580261,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",33.23838414,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",15.94998395,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",8.791538536,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",7.022431104,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",177.7441313,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",156.5475931,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",26.71817366,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",35.83639575,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",7.511486314,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",32.9296252,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",368.3640751,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",564.6093051,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",59.73575264,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",55.38975543,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",14.75101185,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",19.10020844,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",135.1944151,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",67.31560449,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",28.39291473,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",109.9554663,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",279.849479,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",6.967859838,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",555.7340689,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",22.54506737,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",9.483304774,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",10.27487429,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",49.82572424,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",27.2894121,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",33.08758838,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",50.50516482,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",23.61726306,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",5.542530079,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",87.56863289,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",21.15425325,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",23.1277263,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",37.25017956,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",89.22132559,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",48.28513663,CTS
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",36.16377149,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",4.576814551,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",171.7361407,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",37.79517019,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",629.9789303,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",34.35908006,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",16.577676,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",8.562227198,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",7.437903581,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",49.4333962,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",153.6205779,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",27.12961025,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",36.10494375,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",5.857624726,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",30.12026408,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",374.1486805,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",650.5360673,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",63.67841747,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",54.28603486,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",13.43095122,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",17.88060239,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",136.5538629,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",68.43109861,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",30.82618761,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",111.0757615,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",323.4806518,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",6.81151714,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",130.9188869,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",28.29383219,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",426.4746608,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",9.585612475,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",10.1173662,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",35.83900224,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",20.33755614,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",31.49684138,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",46.26382623,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",21.37791524,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",5.207346548,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",11.39737322,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",20.29731836,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",19.96299026,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",36.68188374,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",79.85861603,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",46.88377548,CTS
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",46.01169192,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",5.863005838,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",185.3774801,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",40.04664897,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",554.5814087,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",34.476845,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",28.14724185,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",8.679867419,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",7.438057643,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",49.68738709,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",155.2211436,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",25.71420319,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",62.57841955,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",7.454418702,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",28.52470343,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",379.5421983,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",743.8540691,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",65.13211937,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",69.12339475,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",15.02779633,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",18.89623873,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",75.35749803,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",25.67514299,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",108.0339707,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",216.838442,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",7.220546707,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",106.7776592,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",26.80784124,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",535.9085963,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",7.689049939,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",7.305634542,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",40.08073091,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",22.08318578,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",29.92763234,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",43.13769199,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",18.04521997,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",4.524653113,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",1.502053719,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",18.8417111,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",18.9108419,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",34.32609551,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",74.007791,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",47.17063266,CTS
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",22.34069041,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",4.095710507,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",267.4368112,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",43.41562252,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",556.1978631,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",34.08789253,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",28.98604016,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",7.591590948,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",6.843508663,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",47.96919105,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",170.0845142,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",30.36697783,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",37.29236875,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",28.97063793,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",386.7989311,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",799.4386277,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",59.66263492,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",73.08453753,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",14.0933615,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",18.70375408,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",77.14512157,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",22.04516578,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",106.6774205,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",188.7820896,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",7.362782532,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",97.53990308,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",33.29151203,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",7.75164234,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",8.198290585,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",42.76199741,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",20.21275504,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",29.31471596,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",41.99298035,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",19.77830829,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",5.042218661,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",1.535522598,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",17.33384757,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",17.86932519,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",30.04858868,CTS
