Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",6.900438178,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.170969522,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.362349365,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",3.209986625,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.055731084,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",8.535051229,CTS
BRN,Brunei Darussalam,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",12.09340129,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",3.298137717,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.933521464,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.894794384,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.254872289,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.542820749,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.126457754,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",2.126528626,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.218227019,CTS/NGO
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.306462811,CTS
EGY,Egypt,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.02276311,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.476131897,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.147638304,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.038123769,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",3.325065868,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",5.224418255,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",2.662448422,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",6.790340887,CTS
GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",2.221559401,CTS
GIN,Guinea,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.175052512,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.224952698,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.395954744,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.45149973,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.069489078,CTS
IND,India,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.977415077,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.795586763,CTS
ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",6.225681861,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.632303753,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.158071967,CTS
JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.493084968,CTS
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.216747673,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.587624807,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.424071527,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.4621505,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",12.52570846,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",2.074975997,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.26867799,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.969377464,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.399861848,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.30822515,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.154588588,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.039073871,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.201661766,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",5.595925822,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.46794554,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",6.992869934,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.514237108,CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.765713169,CTS
PHL,Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.051007839,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.057030409,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",4.162186733,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.018258577,CTS
PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",5.704293116,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.327500958,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.78929041,CTS
SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.06624911,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.332016166,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.297605679,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.149642467,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.226006242,CTS
THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.018231164,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",4.236435463,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",12.71674013,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.3794289,CTS/DMDB
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",1.785036928,CTS/NGO
YEM,Yemen,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.478408969,CTS
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.351745363,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.432844652,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",19.82055559,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.859081975,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.048380678,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.239634291,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",8.645962029,CTS
BGD,Bangladesh,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.784553861,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.60957276,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",2.16276228,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",7.656001667,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.221779457,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.23291848,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",2.770759482,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.498533559,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.278041576,CTS/DATASUS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",5.177026575,CTS
BRN,Brunei Darussalam,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",13.79570376,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",3.665546936,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.512129992,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.606156813,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.137043512,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.42121091,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.155267222,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.966054359,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.150794342,CTS/NGO
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.903242928,CTS
EGY,Egypt,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.035966909,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.501994121,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.074255064,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.018988842,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",3.755797643,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",4.387326288,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",3.040537246,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",6.682252094,CTS
GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.864289405,CTS
GIN,Guinea,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.252113862,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.424979695,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.131862191,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.158458533,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.129262396,CTS
IND,India,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",2.046361002,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.912720215,CTS
ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",5.605908716,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.475783778,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.412817714,CTS
JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.559620255,CTS
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.155587669,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.530881235,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.595798212,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.247770778,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.264311604,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",11.76266994,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.805634573,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",3.598618554,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.362990735,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.856224848,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",6.247852301,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.456534377,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.556663737,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.153249846,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.632366077,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.108502794,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",5.206522217,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.927637803,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",8.397173382,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.385920034,CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",2.152842782,CTS
PHL,Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.031853715,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.059667141,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",5.273167879,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.090339541,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.382153382,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.693462558,CTS
SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.022288677,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.132572456,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.295068829,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.223162999,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.297978292,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.277892008,CTS
THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.016586367,CTS
TJK,Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",2.819728521,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",1.234640079,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",15.11321629,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.500079884,CTS/DMDB
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",2.692357743,CTS/NGO
YEM,Yemen,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.122915571,CTS
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.729898001,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.436815701,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.865399433,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.060279296,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.214002258,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",8.992184074,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",1.787788125,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",8.667292016,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.124754374,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.315489967,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",1.647590317,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.270469379,CTS/DATASUS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",6.262801904,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",14.1803146,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",3.566738585,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",1.539810295,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",1.203050395,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.180179409,CTS
